repo_full_name,sha,author_login,author_date,committer_login,committer_date,message
tensorflow/tensorflow,a86a663e0fb641e265b63d35100eb198a57fb83d,dsharletg,2026-01-29T16:55:36Z,tensorflower-gardener,2026-01-29T17:04:03Z,"Disclaim support for matrix-vector multiplies in YNNPACK  Normally, XLA already decides to handle these itself, but there are some edge cases where these reach us anyways, and we don't handle them correctly yet (nor do we want to if XLA can generate good code for them).  PiperOrigin-RevId: 862757853"
tensorflow/tensorflow,406406a4c9346ec2f68c8a5add28702e0447a2de,tensorflower-gardener,2026-01-29T16:17:51Z,tensorflower-gardener,2026-01-29T16:26:59Z,Reverts 1bf301128ea3f1c7647e443cf0e48b8c1bd559c5  PiperOrigin-RevId: 862744702
tensorflow/tensorflow,1bf301128ea3f1c7647e443cf0e48b8c1bd559c5,tensorflower-gardener,2026-01-29T15:33:14Z,tensorflower-gardener,2026-01-29T15:42:59Z,"[XLA] Internal Migration of IndexingMap storage from MLIR::AffineMap to XLA::SymbolicMap  This CL migrates the internal storage and core logic of IndexingMap to use the new XLA-native SymbolicMap and SymbolicExpr, fully replacing mlir::AffineMap. This is a foundational change that decouples XLA's in"
tensorflow/tensorflow,6b7bd8fca6305efcba1e02d0c9e221f9e70ef225,tensorflower-gardener,2026-01-29T14:48:19Z,tensorflower-gardener,2026-01-29T14:57:50Z,"Add missing parser for SymbolicMap  This CL introduces a parser for the string representation of SymbolicMap objects. Errors are handled similarly to ParseSymbolicExpr, and the parser returns directly the SymbolicMap without any absl::Status to be consistent with the legacy ParseAffineMap.  Test: Re"
tensorflow/tensorflow,799b505efddf417686989f5ef55de0f75731a6dd,akuegel,2026-01-29T14:10:01Z,tensorflower-gardener,2026-01-29T14:19:07Z,"Don't pass StreamExecutor parameter to LoadExecutable.  For CPU AOT compilation, we don't need any parameters at all. For GPU, we need Platform::Id and DeviceDescription. This change should make it easier to migrate tests to HloPjrtTestBase, as we should not depend on StreamExecutor in those cases. "
tensorflow/tensorflow,6f64efaa7991d83f8525a5ed072a9067851acf14,derdrdirk,2026-01-29T14:04:23Z,tensorflower-gardener,2026-01-29T14:09:51Z,"Add convolution kind (fprop, wgrad, dgrad) to convolution HLO operation. This is in preparation to migrate convolution custom calls to hlo fusions.  Reverts 32a71733630264b8e8ab87549ee09b3140c61fc9  PiperOrigin-RevId: 862701850"
tensorflow/tensorflow,47ab61d537db2048b02e7a857989a5a18cfd114e,metaflow,2026-01-29T12:47:58Z,tensorflower-gardener,2026-01-29T12:54:34Z,[XLA:GPU] add autotuner log on why we've skipped the config  PiperOrigin-RevId: 862680623
tensorflow/tensorflow,1fcf008b3aec4071c0046f788a772a516cc6f654,cota,2026-01-29T11:31:34Z,tensorflower-gardener,2026-01-29T11:40:51Z,"[xla] buffer_assignment: add topological buffer ordering  (Note: part 1/2 of the re-landing of ""2a5fadce060f: Speeds up XLA CPU runtime by allocating buffers topologically"" by Michael Whittaker.)  The default remains ""biggest first"". Topological ordering makes most sense when used with DependencyHlo"
tensorflow/tensorflow,104c98c505aa6fa46df5fc57d81c18aaebd1719e,tensorflower-gardener,2026-01-29T10:47:48Z,tensorflower-gardener,2026-01-29T10:55:38Z,Automated Code Change  PiperOrigin-RevId: 862645318
tensorflow/tensorflow,458c2f27d6718e32190cc8e5cec08d915c9d8934,thcmbs,2026-01-29T10:24:12Z,tensorflower-gardener,2026-01-29T10:34:15Z,[XLA:GPU] Add simplification for Reshape(Transpose(Reshape(x))).  PiperOrigin-RevId: 862637761
tensorflow/tensorflow,c5b5cf5236150bd359e8123923a2e326969869ec,sohaibiftikhar,2026-01-29T10:10:06Z,tensorflower-gardener,2026-01-29T10:19:16Z,[XLA:GPU]: Add some example docstrings for tile analysis.  PiperOrigin-RevId: 862633072
tensorflow/tensorflow,b48b19321c15ce7919502ef49d4afc6c7ef7b75a,tensorflower-gardener,2026-01-29T09:38:08Z,tensorflower-gardener,2026-01-29T09:46:54Z,Automated Code Change  PiperOrigin-RevId: 862622101
tensorflow/tensorflow,89732ecadf967d1b5a4f151483c30d64df825c73,tensorflower-gardener,2026-01-29T09:20:20Z,tensorflower-gardener,2026-01-29T09:28:02Z,[xla:gpu] Add an API to request and use multimem via FFI.  PiperOrigin-RevId: 862615993
tensorflow/tensorflow,5c7a1d545c54bd2ec8165c3630e9ac929a371164,tensorflower-gardener,2026-01-29T09:03:10Z,tensorflower-gardener,2026-01-29T09:10:00Z,Automated Code Change  PiperOrigin-RevId: 862610387
tensorflow/tensorflow,78a8d5e5e43b18aa2b2dffd9939e03e48b2dcf43,akuegel,2026-01-29T08:32:38Z,tensorflower-gardener,2026-01-29T08:40:12Z,Modify outdated xla patch.  PiperOrigin-RevId: 862600609
tensorflow/tensorflow,fd122bcaedf299e8905ae1e544764a6b4288724f,majiddadashi,2026-01-29T07:44:20Z,tensorflower-gardener,2026-01-29T07:50:02Z,"Legalize mhlo.slice for tensors with rank > 5.  This change allows mhlo.slice operations on tensors with rank greater than 5 to be legalized to TFLite. Since tfl.strided_slice only supports up to rank 5, dimensions are collapsed by reshaping the input tensor. Dimensions can be merged if the slice fu"
tensorflow/tensorflow,e90140814e1c0f223644bf5bab04f590a1569f30,ezhulenev,2026-01-29T00:18:28Z,web-flow,2026-01-29T00:18:28Z,Update GPU options to use CliqueIds  Update GPU options to use CliqueIds
torvalds/linux,cc2f39d6ac48e6e3cb2d6240bc0d6df839dd0828,karin0,2026-01-29T21:50:16Z,herbertx,2026-02-06T10:52:22Z,"hwrng: core - use RCU and work_struct to fix race condition  Currently, hwrng_fill is not cleared until the hwrng_fillfn() thread exits. Since hwrng_unregister() reads hwrng_fill outside the rng_mutex lock, a concurrent hwrng_unregister() may call kthread_stop() again on the same task.  Additionally"
torvalds/linux,ccb679fdae2e62ed92fd9acb25ed809c0226fcc6,GoodLuck612,2026-01-29T15:10:16Z,herbertx,2026-02-06T10:52:22Z,"crypto: starfive - Fix memory leak in starfive_aes_aead_do_one_req()  The starfive_aes_aead_do_one_req() function allocates rctx->adata with kzalloc() but fails to free it if sg_copy_to_buffer() or starfive_aes_hw_init() fails, which lead to memory leaks.  Since rctx->adata is unconditionally freed "
torvalds/linux,b5cbacd7f86f4f62b8813688c8e73be94e8e1951,anakryiko,2026-01-29T21:53:40Z,akpm00,2026-02-05T22:10:00Z,"procfs: avoid fetching build ID while holding VMA lock  Fix PROCMAP_QUERY to fetch optional build ID only after dropping mmap_lock or per-VMA lock, whichever was used to lock VMA under question, to avoid deadlock reported by syzbot:   -> #1 (&mm->mmap_lock){++++}-{4:4}:         __might_fault+0xed/0x"
torvalds/linux,4cb1b327135dddf3d0ec2544ea36ed05ba2252bc,dceraolo,2026-01-29T18:25:48Z,unknown,2026-02-05T08:45:22Z,"drm/xe/guc: Fix CFI violation in debugfs access.  xe_guc_print_info is void-returning, but the function pointer it is assigned to expects an int-returning function, leading to the following CFI error:  [  206.873690] CFI failure at guc_debugfs_show+0xa1/0xf0 [xe] (target: xe_guc_print_info+0x0/0x370"
torvalds/linux,16264a3b594282a7f25028745158bc59a9cf7f96,ShuichengLin,2026-01-29T23:38:38Z,unknown,2026-02-04T15:40:54Z,"drm/xe: Fix kerneldoc for xe_tlb_inval_job_alloc_dep  Correct the function name in the kerneldoc. It is for below warning: ""Warning: drivers/gpu/drm/xe/xe_tlb_inval_job.c:210 expecting prototype for xe_tlb_inval_alloc_dep(). Prototype was for xe_tlb_inval_job_alloc_dep() instead""  Fixes: 15366239e21"
torvalds/linux,51db5eef2ce39311cee2919623cda2ac0fc13c02,ShuichengLin,2026-01-29T23:38:37Z,unknown,2026-02-04T15:40:49Z,"drm/xe: Fix kerneldoc for xe_gt_tlb_inval_init_early  Correct the function name in the kerneldoc. It is for below warning: ""Warning: drivers/gpu/drm/xe/xe_tlb_inval.c:136 expecting prototype for xe_gt_tlb_inval_init(). Prototype was for xe_gt_tlb_inval_init_early() instead""  v2: add () for the funct"
torvalds/linux,e022c16965b8345af3c384c9136c7ca541a25f72,ShuichengLin,2026-01-29T23:38:36Z,unknown,2026-02-04T15:40:42Z,"drm/xe: Fix kerneldoc for xe_migrate_exec_queue  Correct the function name in the kerneldoc. It is for below warning: ""Warning: drivers/gpu/drm/xe/xe_migrate.c:1262 expecting prototype for xe_get_migrate_exec_queue(). Prototype was for xe_migrate_exec_queue() instead""  Fixes: 916ee4704a865 (""drm/xe/"
torvalds/linux,c62e0658d458d8f100445445c3ddb106f3824a45,unknown,2026-01-29T14:59:44Z,unknown,2026-02-04T10:13:02Z,"gpiolib: acpi: Fix gpio count with string references  Since commit 9880702d123f2 (""ACPI: property: Support using strings in reference properties"") it is possible to use strings instead of local references. This work fine with single GPIO but not with arrays as acpi_gpio_package_count() didn't handle"
torvalds/linux,1478a34470bf4755465d29b348b24a610bccc180,superm1,2026-01-29T19:47:22Z,alexdeucher,2026-02-03T22:20:38Z,"drm/amd: Set minimum version for set_hw_resource_1 on gfx11 to 0x52  commit f81cd793119e (""drm/amd/amdgpu: Fix MES init sequence"") caused a dependency on new enough MES firmware to use amdgpu.  This was fixed on most gfx11 and gfx12 hardware with commit 0180e0a5dd5c (""drm/amdgpu/mes: add compatibili"
torvalds/linux,fb7f54aa2a99b07945911152c5d3d4a6eb39f797,Miriam-Rachel,2026-01-29T19:27:10Z,Miriam-Rachel,2026-02-03T13:02:05Z,"wifi: iwlwifi: mvm: pause TCM on fast resume  Not pausing it means that we can have the TCM work queued into a non-freezable workqueue, which, in resume, is re-activated before the driver's resume is called. The TCM work might send commands to the FW before we resumed the device, leading to an asser"
torvalds/linux,5ff641011ab7fb63ea101251087745d9826e8ef5,Miriam-Rachel,2026-01-29T19:27:09Z,Miriam-Rachel,2026-02-03T13:02:05Z,"wifi: iwlwifi: mld: cancel mlo_scan_start_wk  mlo_scan_start_wk is not canceled on disconnection. In fact, it is not canceled anywhere except in the restart cleanup, where we don't really have to.  This can cause an init-after-queue issue: if, for example, the work was queued and then drv_change_int"
torvalds/linux,161ab30da6899f31f8128cec7c833e99fa4d06d2,adam900710,2026-01-29T03:23:46Z,kdave,2026-02-03T06:59:07Z,"btrfs: get rid of compressed_bio::compressed_folios[]  Now there is no one utilizing that member, we can safely remove it along with compressed_bio::nr_folios member. The size is reduced from 352 to 336 bytes on x86_64.  Reviewed-by: Boris Burkov <boris@bur.io> Signed-off-by: Qu Wenruo <wqu@suse.com"
torvalds/linux,e1bc83f8b157689e5de4f651b6fbb9dcdccd33c1,adam900710,2026-01-29T03:23:45Z,kdave,2026-02-03T06:59:07Z,"btrfs: get rid of compressed_folios[] usage for encoded writes  Currently only encoded writes utilized btrfs_submit_compressed_write(), which utilized compressed_bio::compressed_folios[] array.  Change the only call site to call the new helper, btrfs_alloc_compressed_write(), to allocate a compresse"
torvalds/linux,dafcfa1c8e377a3d8e2e1d72a76435b57ed1ac7d,adam900710,2026-01-29T03:23:44Z,kdave,2026-02-03T06:59:07Z,btrfs: get rid of compressed_folios[] usage for compressed read  Currently btrfs_submit_compressed_read() still uses compressed_bio::compressed_folios[] array.  Change it to allocate each folio and queue them into the compressed bio so that we do not need to allocate that array.  Considering how sma
torvalds/linux,26902be0cd0997b34ef13593e35ef3501a3c70b5,adam900710,2026-01-29T03:23:43Z,kdave,2026-02-03T06:59:07Z,"btrfs: remove the old btrfs_compress_folios() infrastructure  Since it's been replaced by btrfs_compress_bio(), remove all involved functions.  Reviewed-by: Boris Burkov <boris@bur.io> Signed-off-by: Qu Wenruo <wqu@suse.com> Reviewed-by: David Sterba <dsterba@suse.com> Signed-off-by: David Sterba <d"
torvalds/linux,6f706f34fc4cc0ce180c293f9e793302fa00e4d8,adam900710,2026-01-29T03:23:42Z,kdave,2026-02-03T06:59:07Z,"btrfs: switch to btrfs_compress_bio() interface for compressed writes  This switch has the following benefits:  - A single structure to handle all compression    No more extra members like compressed_folios[] nor compress_type, all   those members.    This means the structure of async_extent is much"
torvalds/linux,c51173271d528561706a2ce3bacd4f6232f4375b,adam900710,2026-01-29T03:23:41Z,kdave,2026-02-03T06:59:06Z,"btrfs: introduce btrfs_compress_bio() helper  The helper will allocate a new compressed_bio, do the compression, and return it to the caller.  This greatly simplifies the compression path, as we no longer need to allocate a folio array thus no extra error path, furthermore the compressed bio structu"
torvalds/linux,3d74a7556fbab89a3e78f514cf39d3413b9963d1,adam900710,2026-01-29T03:23:40Z,kdave,2026-02-03T06:59:06Z,"btrfs: zlib: introduce zlib_compress_bio() helper  The new helper has the following enhancements against the existing zlib_compress_folios()  - Much smaller parameter list    No more shared IN/OUT members, no need to pre-allocate a   compressed_folios[] array.    Just a workspace and compressed_bio "
torvalds/linux,bba959655ac5665f3ad2fc244c98da48d2ae4c17,adam900710,2026-01-29T03:23:39Z,kdave,2026-02-03T06:59:06Z,"btrfs: zstd: introduce zstd_compress_bio() helper  The new helper has the following enhancements against the existing zstd_compress_folios()  - Much smaller parameter list    No more shared IN/OUT members, no need to pre-allocate a   compressed_folios[] array.    Just a workspace and compressed_bio "
torvalds/linux,3be8a788eed3f7f30f32d69f50d648ba2c458f21,adam900710,2026-01-29T03:23:38Z,kdave,2026-02-03T06:59:06Z,"btrfs: lzo: introduce lzo_compress_bio() helper  The new helper has the following enhancements against the existing lzo_compress_folios()  - Much smaller parameter list    No more shared IN/OUT members, no need to pre-allocate a   compressed_folios[] array.    Just a workspace list header and a comp"
golang/go,1c9abbdc8e9032cd613bd147c78b166ebacc8a2e,FiloSottile,2026-01-29T10:32:25Z,gopherbot,2026-02-02T20:11:19Z,crypto/tls: document resumption behavior across Configs  Updates #77113 Updates #77217 Updates CVE-2025-68121  Change-Id: Ia47904a9ed001275aad0243a6a0ce57e6a6a6964 Reviewed-on: https://go-review.googlesource.com/c/go/+/740240 LUCI-TryBot-Result: Go LUCI <golang-scoped@luci-project-accounts.iam.gserv
golang/go,f14d8975a21e24aa33e0b496e822fdcb285879b9,vleonen,2026-01-29T18:12:49Z,gopherbot,2026-01-30T17:55:05Z,runtime: align end of systemstack_switch prologue on amd64 for consistency with gosave_systemstack_switch  gosave_systemstack_switch saves PC with fixed offset of 8 bytes from systemstack_switch to bypass prologue. This commit makes this offset consistent with actual address of UNDEF instruction int
golang/go,c08f6a5b2651b2ce4a9510952fb88739719fe5a4,ianlancetaylor,2026-01-29T22:50:05Z,gopherbot,2026-01-29T23:15:54Z,cmd/link: put type:* at the start of the type descriptors  That used to happen naturally because the symbol had zero size. After CL 724261 we need to force it.  Fixes #77372  Change-Id: Ia8eef989bc9cbad5459b60ff6535136e7e0c6cab Reviewed-on: https://go-review.googlesource.com/c/go/+/740400 Reviewed-b
golang/go,14a4cb13e389d8dbc1ba3ba0097e208f1436a22a,uellenberg,2026-01-29T19:45:27Z,gopherbot,2026-01-29T22:08:19Z,"cmd/compile: make prove use non-equality in subtraction for a stronger bound  Given:   s := /* slice */   k := /* proved valid index in s (0 <= k < len(s)) */   v := s[k:]  len(v) >= 1, so v[0] needs no bounds check. However, for len(v) = len(s) - k, we only checked if len(s) >= k and so could only "
golang/go,ee7a2119ac17ea2a6bbf12b4c8001bf39c388166,ianlancetaylor,2026-01-29T08:51:32Z,gopherbot,2026-01-29T21:17:26Z,"cmd/link: remove AIX special case for first type descriptor  It doesn't seem to be necessary, and removing it seems cleaner than adding an AIX case to the code in runtime.moduleTypelinks.  Fixes #77365  Change-Id: I59fa56abf42e18017bd112481ea09d0cca47d105 Reviewed-on: https://go-review.googlesource."
golang/go,5593ea463498dce06a1b52dce2918912a9db6c4e,ianlancetaylor,2026-01-29T07:28:09Z,gopherbot,2026-01-29T21:15:54Z,"cmd/link: adjust symkind comparisons in XCOFF code  This XCOFF symkind comparison broke when STYPE moved in CL 723580. These comparisons are unmaintainable, but at least the new code is no worse than the old code.  Change-Id: I1be9de6afdf1814aaadcd2105e6247a4b66b46fe Reviewed-on: https://go-review.g"
golang/go,baa6b1f2bf258a857dedddf8be9cb1779bad797a,abner-chenc,2026-01-29T15:26:09Z,gopherbot,2026-01-29T21:11:41Z,"cmd/compile: update ABI document for loong64  The duff device has been dropped on loong64, now we can remove related documentation.  Change-Id: I0bd721adc227522ae3c56dfe199ef735cfdf5d33 Reviewed-on: https://go-review.googlesource.com/c/go/+/740260 Auto-Submit: Keith Randall <khr@golang.org> Reviewed"
apache/spark,a1577253d88d3cc50900e00b1f489f6cc7659502,srielau,2026-01-29T19:57:28Z,dtenedor,2026-01-29T19:57:28Z,[SPARK-55011][DOCS] CURSORs docs  ### What changes were proposed in this pull request?  Document the cursors feature introduced in [SPARK-54759](https://issues.apache.org/jira/browse/SPARK-54759)  ### Why are the changes needed?  Docs are good. We like docs.  ### Does this PR introduce _any_ user-fa
apache/spark,1aadbc439c05157cf0c806128b7d30caf07b0402,garlandz-db,2026-01-29T18:53:35Z,hvanhovell,2026-01-29T18:53:35Z,[SPARK-54887] Add previously removed legacy error class back in  ### What changes were proposed in this pull request? This legacy class was removed in a recent commit https://github.com/apache/spark/commit/8acdc7a83803145cd0a40f631223ef6055513ec4#diff-cda1fdf98b32b5dcf475ca37f06ca8f621ac2234ad19f473
apache/spark,fe9e5c092b7c807eb3ee2acd9566e1b6416ba7bf,uros-db,2026-01-29T15:19:26Z,cloud-fan,2026-01-29T15:19:26Z,"[SPARK-55262][GEO][SQL] Block Geo types in all file based data sources except Parquet  ### What changes were proposed in this pull request? Disable geospatial types (Geometry and Geography) in all file based data sources except Parquet: CSV, JSON, ORC, Avro, XML.  ### Why are the changes needed? Exp"
apache/spark,c32aee117b60370e69ce5271c4efbe64d1982d3a,dillitz,2026-01-29T14:56:40Z,hvanhovell,2026-01-29T14:56:40Z,"[SPARK-55243][CONNECT] Allow setting binary headers via the -bin suffix in the Scala Connect client  ### What changes were proposed in this pull request? Automatically use the `Metadata.BINARY_BYTE_MARSHALLER` for `-bin` suffixed header keys, assuming base64-encoded header value strings set through "
apache/spark,5c320f4854d9e3312c19c228fdcc5a5a86345f11,uros-db,2026-01-29T14:50:42Z,cloud-fan,2026-01-29T14:50:42Z,[SPARK-55259][GEO][SQL] Implement Parquet schema conversion for Geo types  ### What changes were proposed in this pull request? Add bidirectional schema conversion support between Spark and Parquet for geospatial types (`GeometryType` and `GeographyType`).  ### Why are the changes needed? Parquet sc
apache/spark,6ffc45a5bd387152d7d3a0e9e61eaadabb91de14,zhengruifeng,2026-01-29T12:45:23Z,zhengruifeng,2026-01-29T12:45:23Z,[SPARK-55114][PYTHON][TESTS][FOLLOW-UP] Update the result format to be more friendly to markdown  ### What changes were proposed in this pull request? Aroid an item being rendered as a link `[xxx](xxx)`  ### Why are the changes needed? to make the golden file more friendly to markdown  ### Does this
apache/spark,7e4a040e07c90d539d26d7878e1dfdadd289f075,ivoson,2026-01-29T07:47:49Z,cloud-fan,2026-01-29T07:47:49Z,"[SPARK-55064][SQL][CORE] Support query level indeterminate shuffle retry  ### What changes were proposed in this pull request? Currently when a checksum mismatch detected for a indeterminate shuffle map stage, we'll find and validate all the succeeding stages in `active jobs`.  There are a few probl"
apache/spark,dd2c62f790a821440baa75792a98c6ed5a37e519,ericm-db,2026-01-29T03:47:58Z,HyukjinKwon,2026-01-29T03:47:58Z,[MINOR][PYTHON][TESTS] Consolidate DataStreamReader.name() tests into test_streaming.py  ### What changes were proposed in this pull request? Move DataStreamReader.name() test cases from the standalone test_streaming_reader_name.py file into the existing test_streaming.py test suite to reduce test f
apache/spark,3f6d2317b69b3790d403f1d515040e3c8396cdc6,fangchenli,2026-01-29T03:21:39Z,zhengruifeng,2026-01-29T03:21:39Z,"[SPARK-47996][PS] support cross merge in pandas API  ### What changes were proposed in this pull request?  Implement ""cross"" merge in pandas API.  ### Why are the changes needed?  ""cross"" merge was not supported.  ### Does this PR introduce _any_ user-facing change?  Yes, user can use ""cross"" for th"
apache/spark,1268c15a43394b4308fc06a02899988e3a011a8f,pan3793,2026-01-29T03:04:37Z,cloud-fan,2026-01-29T03:04:37Z,"[SPARK-55198][SQL] spark-sql should skip comment line with leading whitespaces  ### What changes were proposed in this pull request?  The current `spark-sql` has a specific behavior on processing line starts with `--`, which introduces unintuitive behaviors ``` spark-sql (default)> set x=           "
apache/spark,3707f94f41ac528b36965e54a04ec43016d9b0a0,zhengruifeng,2026-01-29T03:01:48Z,zhengruifeng,2026-01-29T03:01:48Z,[SPARK-54943][PYTHON][TESTS][FOLLOW-UP] Disable `test_pyarrow_array_cast` for now  ### What changes were proposed in this pull request? Disable `test_pyarrow_array_cast` for now  ### Why are the changes needed? it is failing all schedule jobs  ### Does this PR introduce _any_ user-facing change? no 
apache/spark,3e07518ea2ad6c01563ffcc49f2fe351fe68010d,zhengruifeng,2026-01-29T02:59:05Z,zhengruifeng,2026-01-29T02:59:05Z,"Revert ""[SPARK-54943][PYTHON][TESTS][FOLLOW-UP] Mistake Commit""  revert a mistake commit  Closes #54050 from zhengruifeng/revert_mistake.  Authored-by: Ruifeng Zheng <ruifengz@apache.org> Signed-off-by: Ruifeng Zheng <ruifengz@apache.org>"
apache/spark,fe73cecbf4a9e8fbd55a4f46139dec64cb8b47f5,szehon-ho,2026-01-29T02:55:44Z,cloud-fan,2026-01-29T02:55:44Z,"[SPARK-54812][SQL] Make executable commands not execute on resultDf.cache()  ### What changes were proposed in this pull request? Follow up of https://github.com/apache/spark/pull/51032 . That pr changed V2WriteCommand not to execute eagerly on df.cache(). However, there are a bunch of other command"
apache/spark,44f61d5117fc40673bb339612f1b27abe3b781f7,zhengruifeng,2026-01-29T02:55:12Z,zhengruifeng,2026-01-29T02:55:12Z,"[SPARK-54943][PYTHON][TESTS][FOLLOW-UP] Disable `test_pyarrow_array_cast`  ### What changes were proposed in this pull request? Disable `test_pyarrow_array_cast`  ### Why are the changes needed? it is failing all scheduled jobs  ### Does this PR introduce _any_ user-facing change? no, test-only  ###"
